,rain_mm
283520,0.0
283521,0.0
283522,60.0
283523,0.0
283524,0.0
283525,0.0
283526,0.0
283527,10.0
283528,56.0
283529,6.0
283530,0.0
283531,0.0
283532,0.0
283533,0.0
283534,0.0
283535,0.0
283536,0.0
283537,0.0
283539,0.0
283540,0.0
283541,0.0
283542,30.0
283543,0.0
283544,0.0
283545,7.0
283546,0.0
283547,66.0
283548,0.0
283549,0.0
283550,28.0
283551,0.0
283552,0.0
283553,108.0
283554,0.0
283555,0.0
283556,8.0
283557,0.0
283558,0.0
283559,0.0
283560,0.0
283561,59.0
283562,0.0
283563,0.0
283564,41.0
283565,0.0
283566,165.0
283567,0.0
283568,0.0
283569,0.0
283570,0.0
283571,0.0
283572,8.0
283573,0.0
283574,20.0
283575,3.0
283576,16.0
283577,0.0
283578,0.0
283579,0.0
283580,0.0
283581,0.0
283582,0.0
283583,35.0
283584,0.0
283585,242.0
283586,0.0
283587,0.0
283588,7.0
283589,0.0
283590,0.0
283591,0.0
283592,0.0
283593,0.0
283594,0.0
283595,0.0
283596,0.0
283597,65.0
283598,0.0
283599,17.0
283600,0.0
283601,0.0
283602,0.0
283603,46.0
283604,2.0
283605,0.0
283606,0.0
283607,0.0
283608,0.0
283609,0.0
283610,108.0
283611,8.0
283612,0.0
283613,0.0
283614,0.0
283615,0.0
283616,177.0
283617,0.0
283618,7.0
283619,0.0
283620,25.0
283621,0.0
283622,0.0
283623,0.0
283624,63.0
283625,0.0
283626,0.0
283627,24.0
283628,0.0
283629,0.0
283630,0.0
283631,0.0
283632,81.0
283633,0.0
283634,0.0
283635,0.0
283636,0.0
283637,0.0
283638,37.0
283639,39.0
283640,0.0
283641,0.0
283642,169.0
283643,0.0
283644,0.0
283645,0.0
283646,11.0
283647,0.0
283648,0.0
283649,0.0
283650,130.0
283651,0.0
283652,377.0
283653,20.0
283654,0.0
283655,0.0
283656,75.0
283657,0.0
283658,0.0
283659,0.0
283660,2.0
283661,0.0
283662,0.0
283663,0.0
283664,0.0
283665,0.0
283666,0.0
283667,0.0
283668,38.0
283669,0.0
283670,0.0
283671,40.0
283672,30.0
283673,17.0
283674,0.0
283675,0.0
283676,0.0
283677,0.0
283678,0.0
283679,0.0
283680,0.0
283681,0.0
283682,0.0
283683,0.0
283684,0.0
283685,0.0
283686,0.0
283687,12.0
283688,23.0
283689,0.0
283690,0.0
283691,0.0
283692,0.0
283693,12.0
283694,0.0
283695,0.0
283696,0.0
283697,37.0
283698,6.0
283699,9.0
283700,0.0
283701,0.0
283702,0.0
283703,0.0
283704,0.0
283705,0.0
283706,0.0
283707,101.0
283708,0.0
283709,0.0
283710,13.0
283711,0.0
283712,0.0
283713,0.0
283714,0.0
283715,0.0
283716,0.0
283717,0.0
283718,0.0
283719,0.0
283720,0.0
283721,58.0
283722,0.0
283723,0.0
283724,0.0
283725,0.0
283726,0.0
283727,0.0
283728,0.0
283729,0.0
283730,3.0
283731,0.0
283732,0.0
283733,0.0
283734,0.0
283735,36.0
283736,0.0
283737,8.0
283738,0.0
283739,0.0
283740,0.0
283741,235.0
283742,13.0
283743,0.0
283744,0.0
283745,0.0
283746,0.0
283747,32.0
283748,0.0
283749,0.0
283750,0.0
283751,0.0
283752,0.0
283753,4.0
283754,0.0
283755,0.0
283756,0.0
283757,20.0
283758,0.0
283759,0.0
283760,0.0
283761,0.0
283762,0.0
283763,0.0
283764,0.0
283765,0.0
283766,20.0
283767,0.0
283768,0.0
283769,22.0
283770,0.0
283771,0.0
283772,0.0
283773,0.0
283774,0.0
283775,105.0
283776,0.0
283777,0.0
283778,0.0
283779,0.0
283780,0.0
283781,0.0
283782,116.0
283783,8.0
283785,5.0
283787,31.0
283794,151.0
283797,29.0
283814,0.0
283815,0.0
283816,48.0
283817,0.0
283818,0.0
283819,114.0
283820,0.0
283821,0.0
283822,13.0
283823,0.0
283824,17.0
283825,0.0
283826,0.0
283827,93.0
283828,0.0
283829,0.0
283830,0.0
283831,0.0
283832,0.0
283833,3.0
283834,50.0
283835,0.0
283836,0.0
283837,0.0
283838,5.0
283839,0.0
283840,7.0
283841,0.0
283842,4.0
283843,8.0
283845,44.0
283846,0.0
283847,0.0
283848,0.0
283849,37.0
283850,0.0
283851,0.0
283852,0.0
283853,0.0
283854,59.0
283855,0.0
283856,0.0
283857,0.0
283858,0.0
283859,0.0
283860,0.0
283861,0.0
283862,0.0
283863,0.0
283864,21.0
283865,0.0
283866,7.0
283867,0.0
283868,35.0
283869,0.0
283870,35.0
283871,0.0
283872,0.0
283873,0.0
283874,0.0
283875,30.0
283876,102.0
283877,0.0
283878,0.0
283879,100.0
283880,0.0
283881,0.0
283882,0.0
283883,24.0
283884,0.0
283885,0.0
283886,0.0
283887,0.0
283888,46.0
283889,0.0
283890,0.0
283891,0.0
283892,0.0
283893,0.0
283894,0.0
283895,52.0
283896,0.0
283897,0.0
283898,117.0
283899,0.0
283900,8.0
283901,0.0
283902,0.0
283904,10.0
283905,0.0
283906,3.0
283907,0.0
283908,0.0
283909,71.0
283910,20.0
283911,0.0
283912,115.0
283913,0.0
283914,0.0
283915,0.0
283916,44.0
283917,0.0
283918,0.0
283919,0.0
283920,0.0
283921,3.0
283922,0.0
283923,0.0
283924,54.0
283925,0.0
283926,0.0
283927,0.0
283928,0.0
283929,0.0
283930,49.0
283931,0.0
283932,0.0
283933,0.0
283934,0.0
283935,59.0
283936,0.0
283937,0.0
283938,0.0
283939,203.0
283940,0.0
283941,0.0
283942,19.0
283943,0.0
283944,0.0
283945,0.0
283946,6.0
283947,0.0
283948,0.0
283949,0.0
283950,0.0
283951,0.0
283952,0.0
283953,0.0
283954,0.0
283955,0.0
283956,31.0
283957,0.0
283958,3.0
283959,0.0
283960,75.0
283961,0.0
283962,160.0
283963,0.0
283964,0.0
283965,0.0
283966,19.0
283967,0.0
283968,0.0
283969,0.0
283970,0.0
283971,40.0
283972,0.0
283973,0.0
283974,72.0
283975,110.0
283976,36.0
283977,0.0
283978,0.0
283979,0.0
283980,31.0
283981,123.0
283982,0.0
283983,0.0
283984,0.0
283985,0.0
283986,0.0
283987,0.0
283988,29.0
283989,0.0
283990,0.0
283991,43.0
283992,0.0
283993,0.0
283994,17.0
283995,0.0
283996,0.0
283997,0.0
283998,43.0
283999,0.0
284000,0.0
284001,0.0
284002,0.0
284003,0.0
284004,0.0
284005,0.0
284006,13.0
284007,4.0
284008,0.0
284009,0.0
284010,0.0
284011,0.0
284012,0.0
284013,19.0
284014,0.0
284015,0.0
284016,0.0
284017,0.0
284018,0.0
284019,0.0
284020,0.0
284021,5.0
284022,0.0
284023,0.0
284024,0.0
284025,0.0
284026,0.0
284027,0.0
284028,5.0
284029,0.0
284030,0.0
284031,0.0
284032,0.0
284033,0.0
284034,36.0
284035,159.0
284036,0.0
284037,0.0
284038,0.0
284039,0.0
284040,0.0
284041,11.0
284042,168.0
284043,0.0
284044,0.0
284045,0.0
284046,80.0
284047,0.0
284048,0.0
284049,0.0
284050,20.0
284051,0.0
284052,0.0
284053,0.0
284054,0.0
284055,106.0
284056,0.0
284057,0.0
284058,0.0
284059,0.0
284060,0.0
284061,0.0
284062,2.0
284063,0.0
284064,16.0
284065,0.0
284066,0.0
284067,0.0
284068,0.0
284069,0.0
284070,0.0
284071,0.0
284072,0.0
284073,0.0
284074,203.0
284075,0.0
284076,7.0
284077,0.0
284078,0.0
284079,0.0
284080,0.0
284081,0.0
284082,0.0
284083,0.0
284084,68.0
284085,0.0
284086,11.0
284087,0.0
284088,0.0
284089,0.0
284090,0.0
284091,0.0
284092,29.0
284093,0.0
284094,3.0
284095,22.0
284096,0.0
284097,18.0
284098,0.0
284099,54.0
284100,0.0
284101,0.0
284102,3.0
284103,0.0
284104,0.0
284105,0.0
284106,150.0
284107,0.0
284108,0.0
284109,0.0
284110,169.0
284111,0.0
284112,0.0
284113,0.0
284114,56.0
284115,0.0
284116,183.0
284117,0.0
284118,0.0
284119,0.0
284120,0.0
284121,0.0
284122,0.0
284123,0.0
284124,0.0
284125,0.0
284126,0.0
284127,0.0
284128,0.0
284129,0.0
284130,0.0
284131,0.0
284132,0.0
284133,0.0
284134,0.0
284135,0.0
284136,0.0
284137,0.0
284138,0.0
284139,17.0
284140,7.0
284141,0.0
284142,0.0
284143,0.0
284144,0.0
284145,17.0
284146,0.0
284147,0.0
284148,0.0
284149,93.0
284150,0.0
284151,0.0
284152,0.0
284153,0.0
284154,0.0
284155,119.0
284156,0.0
284157,0.0
284158,0.0
284159,0.0
284160,0.0
284161,50.0
284162,0.0
284163,0.0
284164,5.0
284165,0.0
284166,0.0
284167,0.0
284168,0.0
284169,0.0
284170,0.0
284171,0.0
284172,13.0
284173,0.0
284174,0.0
284175,0.0
284176,5.0
284177,0.0
284178,0.0
284179,0.0
284180,0.0
284181,5.0
284182,0.0
284183,0.0
284184,0.0
284185,78.0
284186,0.0
284187,0.0
284188,0.0
284189,0.0
284190,123.0
284191,0.0
284192,0.0
284193,114.0
284194,0.0
284195,0.0
284196,0.0
284197,15.0
284198,0.0
284199,0.0
284200,240.0
284201,0.0
284202,0.0
284203,3.0
284204,0.0
284205,0.0
284206,0.0
284207,13.0
284208,0.0
284209,0.0
284210,0.0
284211,0.0
284212,0.0
284213,0.0
284214,0.0
284215,0.0
284216,0.0
284217,0.0
284218,40.0
284219,5.0
284220,0.0
284221,0.0
284222,0.0
284223,0.0
284224,18.0
284225,0.0
284226,6.0
284227,0.0
284228,0.0
284229,140.0
284230,0.0
284231,0.0
284232,17.0
284233,0.0
284234,0.0
284235,113.0
284236,0.0
284237,10.0
284238,39.0
284239,0.0
284240,0.0
284241,0.0
284242,18.0
284243,0.0
284244,38.0
284245,0.0
284246,0.0
284247,107.0
284248,0.0
284249,0.0
284250,0.0
284251,40.0
284252,0.0
284253,0.0
284254,0.0
284255,0.0
284256,0.0
284257,0.0
284258,0.0
284259,0.0
284260,0.0
284261,0.0
284262,0.0
284263,0.0
284264,0.0
284265,0.0
284266,0.0
284267,0.0
284268,0.0
284269,0.0
284270,0.0
284271,0.0
284272,26.0
284273,0.0
284274,0.0
284275,0.0
284276,0.0
284277,0.0
284278,0.0
284279,0.0
284280,0.0
284281,143.0
284282,11.0
284283,0.0
284284,0.0
284285,0.0
284286,25.0
284287,0.0
284288,0.0
284289,277.0
284290,0.0
284291,0.0
284292,0.0
284293,0.0
284294,0.0
284295,0.0
284296,0.0
284297,0.0
284298,4.0
284299,88.0
284300,0.0
284301,0.0
284302,0.0
284303,0.0
284304,4.0
284305,0.0
284306,0.0
284307,0.0
284308,0.0
284309,0.0
284310,0.0
284311,0.0
284312,12.0
284313,0.0
284314,0.0
284315,0.0
284316,0.0
284317,0.0
284318,0.0
284319,0.0
284320,0.0
284321,24.0
284322,0.0
284323,25.0
284324,0.0
284325,8.0
284326,0.0
284327,0.0
284328,10.0
284329,12.0
284330,0.0
284331,0.0
284332,0.0
284333,0.0
284334,0.0
284335,0.0
284336,53.0
284337,0.0
284338,0.0
284339,0.0
284340,20.0
284341,34.0
284342,0.0
284343,0.0
284344,0.0
284345,0.0
284346,0.0
284347,5.0
284348,0.0
284349,0.0
284350,0.0
284351,185.0
284352,2.0
284353,0.0
284354,0.0
284355,0.0
284356,0.0
284357,0.0
284358,0.0
284359,0.0
284360,0.0
284361,13.0
284362,0.0
284363,0.0
284364,0.0
284365,2.0
284366,180.0
284367,0.0
284368,0.0
284369,0.0
284370,0.0
284371,9.0
284372,0.0
284373,0.0
284374,144.0
284375,0.0
284376,0.0
284377,26.0
284378,12.0
284379,2.0
284380,0.0
284381,0.0
284382,0.0
284383,0.0
284384,0.0
284385,0.0
284386,0.0
284387,0.0
284388,0.0
284389,0.0
284390,295.0
284391,0.0
284392,0.0
284393,0.0
284394,0.0
284395,20.0
284396,0.0
284397,8.0
284398,48.0
284399,74.0
284400,0.0
284401,84.0
284402,0.0
284403,0.0
284404,17.0
284405,0.0
284406,0.0
284407,0.0
284408,0.0
284409,0.0
284410,0.0
284411,0.0
284412,0.0
284413,0.0
284414,0.0
284415,0.0
284416,0.0
284417,0.0
284418,0.0
284419,18.0
284420,0.0
284421,0.0
284422,24.0
284423,0.0
284424,0.0
284425,0.0
284426,0.0
284427,0.0
284428,0.0
284429,0.0
284430,68.0
284431,0.0
284432,0.0
284433,0.0
284434,190.0
284435,0.0
284436,0.0
284437,0.0
284438,0.0
284439,79.0
284440,0.0
284441,106.0
284442,71.0
284443,0.0
284444,0.0
284445,3.0
284446,0.0
284447,275.0
284448,73.0
284449,0.0
284450,0.0
284451,0.0
284452,29.0
284453,0.0
284454,0.0
284455,0.0
284456,0.0
284457,7.0
284458,0.0
284459,0.0
284460,0.0
284461,0.0
284462,0.0
284463,6.0
284464,0.0
284465,0.0
284466,0.0
284467,0.0
284468,0.0
284469,0.0
284470,0.0
284471,0.0
284472,13.0
284473,0.0
284474,0.0
284475,0.0
284476,0.0
284477,0.0
284478,0.0
284479,0.0
284480,0.0
284481,0.0
284482,34.0
284483,0.0
284484,0.0
284485,0.0
284486,0.0
284487,0.0
284488,0.0
284489,0.0
284490,0.0
284491,0.0
284492,27.0
284493,0.0
284494,0.0
284495,7.0
284496,0.0
284497,0.0
284498,0.0
284499,0.0
284500,146.0
284501,0.0
284502,25.0
284503,0.0
284504,0.0
284505,0.0
284506,0.0
284507,0.0
284508,0.0
284509,0.0
284510,0.0
284511,47.0
284512,0.0
284513,0.0
284514,6.0
284515,0.0
284516,35.0
284517,0.0
284518,46.0
284519,0.0
284520,0.0
284521,0.0
284522,0.0
284523,0.0
284524,105.0
284525,0.0
284526,0.0
284527,62.0
284528,0.0
284529,0.0
284530,0.0
284531,0.0
284532,0.0
284533,0.0
284534,0.0
284535,58.0
284536,0.0
284537,96.0
284538,4.0
284539,0.0
284540,0.0
284541,2.0
284542,0.0
284543,0.0
284544,0.0
284545,0.0
284546,0.0
284547,348.0
284548,0.0
284549,0.0
284550,0.0
284551,8.0
284552,0.0
284553,0.0
284554,0.0
284555,0.0
284556,0.0
284557,0.0
284558,0.0
284559,0.0
284560,0.0
284561,8.0
284562,0.0
284563,0.0
284564,0.0
284565,0.0
284566,0.0
284567,135.0
284568,0.0
284569,0.0
284570,0.0
284571,0.0
284572,3.0
284573,0.0
284574,0.0
284575,0.0
284576,0.0
284577,0.0
284578,0.0
284579,0.0
284580,0.0
284581,0.0
284582,0.0
284583,4.0
284584,2.0
284585,0.0
284586,0.0
284587,0.0
284588,102.0
284589,34.0
284590,0.0
284591,0.0
284592,0.0
284593,0.0
284594,0.0
284595,0.0
284596,48.0
284597,109.0
284598,0.0
284599,0.0
284600,104.0
284601,0.0
284602,0.0
284603,75.0
284604,0.0
284605,0.0
284606,0.0
284607,0.0
284608,20.0
284609,0.0
284610,0.0
284611,109.0
284612,0.0
284613,5.0
284614,0.0
284615,0.0
284616,0.0
284617,0.0
284618,0.0
284619,105.0
284620,0.0
284621,86.0
284622,0.0
284623,0.0
284624,0.0
284625,0.0
284626,0.0
284627,0.0
284628,0.0
284629,0.0
284630,0.0
284631,100.0
284632,5.0
284633,0.0
284634,0.0
284635,0.0
284636,0.0
284637,4.0
284638,7.0
284639,0.0
284640,0.0
284641,10.0
284642,18.0
284643,13.0
284644,0.0
284645,41.0
284646,8.0
284647,0.0
284648,0.0
284649,0.0
284650,302.0
284651,0.0
284652,0.0
284653,0.0
284654,16.0
284655,0.0
284656,0.0
284657,22.0
284658,0.0
284659,0.0
284660,0.0
284661,0.0
284662,0.0
284663,0.0
284664,0.0
284665,82.0
284666,0.0
284667,0.0
284668,12.0
284669,0.0
284670,4.0
284671,0.0
284672,2.0
284673,0.0
284674,0.0
284675,0.0
284676,208.0
284677,0.0
284678,0.0
284679,0.0
284680,0.0
284681,96.0
284682,0.0
284683,0.0
284684,0.0
284685,126.0
284686,0.0
284687,0.0
284688,33.0
284689,0.0
284690,0.0
284691,0.0
284692,0.0
284693,0.0
284694,0.0
284695,0.0
284696,0.0
284697,0.0
284698,0.0
284699,0.0
284700,0.0
284701,0.0
284702,0.0
284703,15.0
284704,0.0
284705,0.0
284706,0.0
284707,0.0
284708,0.0
284709,0.0
284710,0.0
284711,0.0
284712,0.0
284713,0.0
284714,32.0
284715,8.0
284716,0.0
284717,0.0
284718,0.0
284719,0.0
284720,0.0
284721,0.0
284722,131.0
284723,0.0
284724,0.0
284725,0.0
284726,0.0
284727,0.0
284728,0.0
284729,0.0
284730,57.0
284731,0.0
284732,6.0
284733,0.0
284734,23.0
284735,0.0
284736,0.0
284737,0.0
284738,0.0
284739,0.0
284740,59.0
284741,0.0
284742,0.0
284743,84.0
284744,0.0
284745,0.0
284746,0.0
284747,233.0
284748,0.0
284749,0.0
284750,32.0
284751,0.0
284752,0.0
284753,0.0
284754,0.0
284755,0.0
284756,60.0
284757,0.0
284758,0.0
284759,0.0
284760,0.0
284761,0.0
284762,151.0
284763,0.0
284764,0.0
284765,0.0
284766,0.0
284767,0.0
284768,0.0
284769,189.0
284770,0.0
284771,0.0
284772,0.0
284773,42.0
284774,0.0
284775,0.0
284776,0.0
284777,6.0
284778,0.0
284779,0.0
284780,121.0
284781,0.0
284782,8.0
284783,0.0
284784,0.0
284785,0.0
284786,178.0
284787,0.0
284788,59.0
284789,0.0
284790,278.0
284791,0.0
284792,0.0
284793,0.0
284794,0.0
284795,87.0
284796,0.0
284797,47.0
284798,72.0
284799,0.0
284800,0.0
284801,17.0
284802,0.0
284803,0.0
284804,0.0
284805,0.0
284806,0.0
284807,0.0
284808,0.0
284809,200.0
284810,13.0
284811,0.0
284812,0.0
284813,0.0
284814,0.0
284815,0.0
284816,0.0
284817,0.0
284818,20.0
284819,0.0
284820,0.0
284821,0.0
284822,36.0
284823,0.0
284824,0.0
284825,0.0
284826,31.0
284827,0.0
284828,9.0
284829,0.0
284830,0.0
284831,54.0
284832,0.0
284833,14.0
284834,0.0
284835,0.0
284836,0.0
284837,0.0
284838,14.0
284839,0.0
284840,0.0
284841,0.0
284842,0.0
284843,0.0
284844,28.0
284845,0.0
284846,0.0
284847,7.0
284848,0.0
284849,92.0
284850,0.0
284851,0.0
284852,0.0
284853,0.0
284854,111.0
284855,0.0
284856,0.0
284857,0.0
284858,0.0
284859,0.0
284860,24.0
284861,0.0
284862,0.0
284863,0.0
284864,0.0
284865,0.0
284866,0.0
284867,0.0
284868,0.0
284869,0.0
284870,0.0
284871,0.0
284872,0.0
284873,0.0
284874,151.0
284875,0.0
284876,0.0
284877,103.0
284878,0.0
284879,0.0
284880,0.0
284881,0.0
284882,0.0
284883,0.0
284884,21.0
284885,0.0
284886,0.0
284887,134.0
284888,0.0
284889,0.0
284890,0.0
284891,64.0
284892,0.0
284893,0.0
284894,6.0
284895,0.0
284896,0.0
284897,0.0
284898,0.0
284899,0.0
284900,0.0
284901,0.0
284902,29.0
284903,0.0
284904,0.0
284905,0.0
284906,0.0
284907,4.0
284908,0.0
284909,0.0
284910,0.0
284911,0.0
284912,0.0
284913,0.0
284914,0.0
284915,0.0
284916,0.0
284917,0.0
284918,126.0
284919,0.0
284920,0.0
284921,6.0
284922,0.0
284923,0.0
284924,0.0
284925,67.0
284926,0.0
284927,21.0
284928,0.0
284929,0.0
284930,0.0
284931,0.0
284932,0.0
284933,127.0
284934,0.0
284935,28.0
284936,9.0
284937,0.0
284938,0.0
284939,0.0
284940,0.0
284941,7.0
284942,0.0
284943,0.0
284944,200.0
284945,67.0
284946,0.0
284947,0.0
284948,28.0
284949,0.0
284950,0.0
284951,100.0
284952,0.0
284953,92.0
284954,0.0
284955,0.0
284956,0.0
284957,83.0
284958,0.0
284959,0.0
284960,31.0
284961,0.0
284962,0.0
284963,90.0
284964,0.0
284965,0.0
284966,0.0
284967,10.0
284968,0.0
284969,0.0
284970,0.0
284971,0.0
284972,0.0
284973,260.0
284974,0.0
284975,0.0
284976,0.0
284977,0.0
284978,0.0
284979,0.0
284980,200.0
284981,0.0
284982,0.0
284983,0.0
284984,37.0
284985,0.0
284986,0.0
284987,83.0
284988,0.0
284989,0.0
284990,0.0
284991,0.0
284992,0.0
284993,0.0
284994,16.0
284995,0.0
284996,72.0
284997,0.0
284998,0.0
284999,0.0
285000,70.0
285001,0.0
285002,0.0
285003,72.0
285004,0.0
285005,25.0
285006,3.0
285007,0.0
285008,0.0
285009,0.0
285010,0.0
285011,63.0
285012,3.0
285013,0.0
285014,0.0
285015,61.0
285016,0.0
285017,0.0
285018,0.0
285019,0.0
285020,103.0
285021,0.0
285022,45.0
285023,0.0
285024,0.0
285025,0.0
285026,157.0
285027,0.0
285028,0.0
285029,30.0
285030,0.0
285031,35.0
285032,27.0
285033,0.0
285034,0.0
285035,0.0
285036,0.0
285037,110.0
285038,0.0
285039,23.0
285040,0.0
285041,30.0
285042,0.0
285043,45.0
285044,0.0
285045,0.0
285046,0.0
285047,0.0
285048,0.0
285049,0.0
285050,282.0
285051,0.0
285052,0.0
285053,5.0
285054,0.0
285055,0.0
285056,0.0
285057,0.0
285058,0.0
285059,0.0
285060,0.0
285061,0.0
285062,34.0
285063,0.0
285064,0.0
285065,345.0
285066,0.0
285067,0.0
285068,0.0
285069,0.0
285070,0.0
285071,17.0
285072,8.0
285073,0.0
285074,0.0
285075,0.0
285076,0.0
285077,315.0
285078,0.0
285079,0.0
285080,47.0
285081,0.0
285082,0.0
285083,0.0
285084,0.0
285085,0.0
285086,0.0
285087,0.0
285088,5.0
285089,0.0
285090,0.0
285091,0.0
285092,53.0
285093,0.0
285094,0.0
285095,0.0
285096,0.0
285097,0.0
285098,0.0
285099,0.0
285100,0.0
285101,28.0
285102,0.0
285103,0.0
285104,48.0
285105,0.0
285106,0.0
285107,0.0
285108,61.0
285109,0.0
285110,0.0
285111,0.0
285112,5.0
285113,0.0
285114,109.0
285115,0.0
285116,0.0
285117,0.0
285118,0.0
285119,0.0
285120,1.0
285121,0.0
285122,23.0
285123,0.0
285124,0.0
285125,0.0
285126,0.0
285127,50.0
285128,0.0
285129,0.0
285130,0.0
285131,47.0
285132,0.0
285133,8.0
285134,0.0
285135,70.0
285136,102.0
285137,0.0
285138,2.0
285139,0.0
285140,0.0
285141,0.0
285142,0.0
285143,0.0
285144,0.0
285145,0.0
285146,0.0
285147,0.0
285148,0.0
285149,13.0
285150,0.0
285151,28.0
285152,0.0
285153,0.0
285154,0.0
285155,0.0
285156,0.0
285157,0.0
285158,0.0
285159,0.0
285160,0.0
285161,61.0
285162,0.0
285163,10.0
285164,40.0
285165,0.0
285166,0.0
285167,12.0
285168,0.0
285169,0.0
285170,5.0
285171,0.0
285172,0.0
285173,0.0
285174,0.0
285175,0.0
285176,0.0
285177,0.0
285178,0.0
285179,0.0
285180,28.0
285181,66.0
285182,157.0
285183,0.0
285184,0.0
285185,0.0
285186,0.0
285187,0.0
285188,0.0
285189,0.0
285190,0.0
285191,0.0
285192,0.0
285193,3.0
285194,0.0
285195,0.0
285196,0.0
285197,0.0
285198,0.0
285199,0.0
285200,0.0
285201,0.0
285202,0.0
285203,0.0
285204,0.0
285205,0.0
285206,0.0
285207,0.0
285208,0.0
285209,0.0
285210,171.0
285211,0.0
285212,0.0
285216,4.0
285217,0.0
285220,0.0
285221,251.0
285229,3.0
285243,0.0
285244,60.0
285245,0.0
285246,0.0
285247,117.0
285248,0.0
285249,0.0
285250,0.0
285251,0.0
285252,0.0
285253,35.0
285254,0.0
285255,0.0
285256,195.0
285257,0.0
285258,0.0
285259,0.0
285260,0.0
285261,0.0
285262,0.0
285263,0.0
285264,0.0
285265,38.0
285266,0.0
285267,0.0
285268,0.0
285269,77.0
285270,0.0
285271,0.0
285272,0.0
285273,0.0
285274,0.0
285275,2.0
285276,0.0
285277,0.0
285278,0.0
285279,57.0
285280,0.0
285281,43.0
285282,0.0
285283,0.0
285284,0.0
285285,7.0
285286,0.0
285287,0.0
285288,183.0
285289,0.0
285290,0.0
285291,0.0
285292,0.0
285293,0.0
285294,0.0
285295,0.0
285296,14.0
285297,0.0
285298,0.0
285299,0.0
285300,0.0
285301,0.0
285302,0.0
285303,0.0
285304,34.0
285305,0.0
285306,0.0
285307,0.0
285308,0.0
285309,0.0
285310,16.0
285311,0.0
285312,8.0
285313,3.0
285314,0.0
285315,0.0
285316,57.0
285317,0.0
285318,1.0
285319,0.0
285320,0.0
285321,0.0
285322,0.0
285323,0.0
285324,53.0
285325,0.0
285326,0.0
285327,0.0
285328,0.0
285329,0.0
285330,0.0
285331,0.0
285332,36.0
285333,0.0
285334,0.0
285335,38.0
285336,0.0
285337,0.0
285338,4.0
285339,0.0
285340,0.0
285341,108.0
285342,0.0
285343,0.0
285344,0.0
285345,63.0
285346,0.0
285347,0.0
285348,0.0
285349,0.0
285350,0.0
285351,0.0
285352,8.0
285353,0.0
285354,0.0
285355,0.0
285356,0.0
285357,108.0
285358,0.0
285359,0.0
285360,0.0
285361,0.0
285362,0.0
285363,11.0
285364,70.0
285365,0.0
285366,0.0
285367,0.0
285368,0.0
285369,0.0
285370,0.0
285371,0.0
285372,180.0
285373,0.0
285374,2.0
285375,0.0
285376,0.0
285377,0.0
285378,0.0
285379,39.0
285380,0.0
285381,0.0
285382,110.0
285383,0.0
285384,0.0
285385,0.0
285386,0.0
285387,84.0
285388,0.0
285389,0.0
285390,0.0
285391,0.0
285392,0.0
285393,48.0
285394,126.0
285395,0.0
285396,0.0
285397,0.0
285398,9.0
285399,0.0
285400,0.0
285401,0.0
285402,0.0
285403,0.0
285404,0.0
285405,0.0
285406,165.0
285407,48.0
285408,0.0
285409,18.0
285410,0.0
285411,0.0
285412,0.0
285413,0.0
285414,0.0
285415,0.0
285416,29.0
285417,0.0
285418,60.0
285419,0.0
285420,0.0
285421,0.0
285422,0.0
285423,0.0
285424,0.0
285425,0.0
285426,0.0
285427,0.0
285428,36.0
285429,0.0
285430,0.0
285431,0.0
285432,0.0
285433,0.0
285434,0.0
285435,0.0
285436,26.0
285437,0.0
285438,0.0
285439,2.0
285440,0.0
285441,0.0
285442,29.0
285443,0.0
285444,0.0
285445,0.0
285446,0.0
285447,0.0
285448,0.0
285449,0.0
285450,76.0
285451,0.0
285452,0.0
285453,128.0
285454,176.0
285455,0.0
285456,109.0
285457,0.0
285458,0.0
285459,0.0
285460,0.0
285461,0.0
285462,0.0
285463,348.0
285464,336.0
285465,0.0
285466,0.0
285467,0.0
285468,0.0
285469,0.0
285470,29.0
285471,0.0
285472,0.0
285473,0.0
285474,31.0
285475,0.0
285476,0.0
285477,0.0
285478,0.0
285479,0.0
285480,0.0
285481,0.0
285482,5.0
285483,0.0
285484,43.0
285485,36.0
285486,0.0
285487,9.0
285488,0.0
285489,0.0
285490,0.0
285491,0.0
285492,0.0
285493,34.0
285494,0.0
285495,0.0
285496,0.0
285497,0.0
285498,0.0
285499,46.0
285500,0.0
285501,0.0
285502,0.0
285503,128.0
285504,0.0
285505,0.0
285506,0.0
285507,0.0
285508,0.0
285509,0.0
285510,0.0
285511,0.0
285512,0.0
285513,0.0
285514,0.0
285515,0.0
285516,0.0
285517,0.0
285518,0.0
285519,0.0
285520,0.0
285521,0.0
285522,0.0
285523,47.0
285524,0.0
285525,0.0
285526,0.0
285527,0.0
285528,3.0
285529,0.0
285530,0.0
285531,36.0
285532,0.0
285533,5.0
285534,0.0
285535,0.0
285536,0.0
285537,0.0
285538,49.0
285539,0.0
285540,0.0
285541,16.0
285542,0.0
285543,0.0
285544,0.0
285545,0.0
285546,6.0
285547,0.0
285548,0.0
285549,55.0
285550,0.0
285551,0.0
285552,0.0
285553,0.0
285554,6.0
285555,0.0
285556,0.0
285557,0.0
285558,0.0
285559,0.0
285560,0.0
285561,0.0
285562,0.0
285563,0.0
285564,0.0
285565,22.0
285566,5.0
285567,0.0
285568,0.0
285569,0.0
285570,0.0
285571,3.0
285572,0.0
